GRADE,VD/NVD,tap_wt_from_EAF,al ingot_kg__during_EAF_tapping,TEMP OPENING_LRF,LIFTING TEMP_LRF,LIME_LRF,SPAR,Mean_Oxygen,LRF_Initial_Chemistry_C,LRF_Initial_Chemistry_MN,LRF_Initial_Chemistry_S,LRF_Initial_Chemistry_SI,LRF_Initial_Chemistry_AL,LRF_Initial_Chemistry_N2,C_Target,Mn_Target,Si_Target,Al_Target,Carbon_Gap,Mn_Gap,Si_Gap,Al_Gap,Total_Al_LRF_kg
C18HMN,NVD,94.0,110.0,1505.0,1578.0,1480.0,25.0,436.781728873635,0.08,0.86,0.08,0.2049,0.098,58.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,184.25
C18HMN,NVD,94.0,132.0,1505.0,1585.0,1200.0,25.0,436.781728873635,0.059,0.81,0.085,0.182,0.073,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,198.0
EN1APB,NVD,103.0,66.0,150.0,1610.0,500.0,25.0,436.781728873635,0.065,0.73,0.225,0.098,0.609,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,66.0
C18HMN,NVD,94.0,132.0,1505.0,1585.0,1250.0,25.0,436.781728873635,0.07,0.85,0.079,0.187,0.075,58.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,201.3
EN1APB,NVD,99.0,66.0,1505.0,1608.0,500.0,25.0,436.781728873635,0.057,0.86,0.23,0.106,0.633,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,66.0
C18HMN,NVD,96.0,110.0,1505.0,1590.0,1700.0,25.0,436.781728873635,0.066,0.81,0.08,0.186,0.073,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,143.0
C18HMN,NVD,95.0,110.0,1505.0,1580.0,1900.0,25.0,436.781728873635,0.061,0.98,0.07,0.2109,0.026,60.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,197.78
C18HMN,NVD,99.0,178.0,1505.0,1590.0,1000.0,25.0,436.781728873635,0.068,0.81,0.084,0.183,0.076,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,253.9
C18HMN,NVD,100.0,132.0,1505.0,1580.0,1500.0,25.0,436.781728873635,0.072,0.78,0.0719,0.137,0.014,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,264.0
19MNB4MHC,VD,100.0,132.0,1505.0,1590.0,1800.0,25.0,436.781728873635,0.08,0.69,0.0739,0.101,0.018,51.0,0.3,1.05,0.15,0.03,0.2199999999999999,0.3600000000000001,0.0489999999999999,0.012,313.5
19MNB4MHC,VD,100.0,132.0,1505.0,1568.0,2000.0,25.0,436.781728873635,0.063,0.57,0.0739,0.0539,0.021,51.0,0.3,1.05,0.15,0.03,0.237,0.4800000000000001,0.0960999999999999,0.0089999999999999,313.5
ASTMA572GR50,NVD,100.0,132.0,1505.0,1610.0,1400.0,25.0,436.781728873635,0.117,0.96,0.0709,0.192,0.094,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,178.2
ASTMA572GR50,NVD,100.0,132.0,1505.0,1572.0,1500.0,25.0,436.781728873635,0.077,0.92,0.055,0.1419,0.027,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,290.4
ASTMA572GR50,NVD,100.0,132.0,1505.0,1575.0,1550.0,25.0,436.781728873635,0.094,0.71,0.0599,0.106,0.053,50.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,207.9
ASTMA572GR50,NVD,100.0,132.0,1505.0,1570.0,1600.0,25.0,436.781728873635,0.087,0.87,0.0729,0.154,0.039,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,287.1
ASTMA572GR50,NVD,100.0,132.0,1505.0,1570.0,1450.0,25.0,436.781728873635,0.092,0.91,0.0589,0.1789,0.051,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,270.6
ASTMA572GR50,NVD,100.0,132.0,1505.0,1575.0,1500.0,25.0,436.781728873635,0.08,0.88,0.063,0.154,0.02,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,336.6
ASTMA572GR50,NVD,100.0,132.0,1505.0,1570.0,1250.0,25.0,436.781728873635,0.132,1.21,0.0529,0.1769,0.06,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,214.5
ASTMA572GR50,NVD,100.0,132.0,1505.0,1567.0,1500.0,25.0,436.781728873635,0.078,0.92,0.0719,0.165,0.025,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,306.9
ASTMA572GR50,NVD,100.0,132.0,1505.0,1570.0,1550.0,25.0,436.781728873635,0.081,0.97,0.064,0.1799,0.066,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,267.3
ASTMA572GR50,NVD,100.0,132.0,1505.0,1585.0,1300.0,25.0,436.781728873635,0.1,0.72,0.0759,0.1809,0.062,50.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,231.0
ASTMA572GR50,NVD,100.0,132.0,1505.0,1585.0,1700.0,25.0,436.781728873635,0.106,0.98,0.08,0.1749,0.033,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,301.95
SAE1022,VD,100.0,132.0,1505.0,1610.0,1850.0,25.0,250.0,0.065,0.44,0.085,0.0179,0.046,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,359.7
ASTMA572GR50,NVD,100.0,132.0,1505.0,1580.0,1600.0,25.0,436.781728873635,0.109,0.96,0.084,0.197,0.061,68.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,214.5
E460STRO7,NVD,100.0,132.0,1505.0,1580.0,1300.0,25.0,436.781728873635,0.107,0.83,0.083,0.168,0.093,44.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,181.5
SAE1022,VD,100.0,132.0,1505.0,1585.0,1750.0,25.0,250.0,0.072,0.49,0.082,0.029,0.019,47.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,363.0
E460STRO7,NVD,100.0,132.0,1505.0,1580.0,1800.0,25.0,436.781728873635,0.075,0.93,0.085,0.122,0.019,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,330.0
E460STRO7,NVD,100.0,132.0,1505.0,1580.0,1850.0,25.0,436.781728873635,0.11,1.03,0.07,0.189,0.058,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,224.4
E460STRO7,NVD,100.0,132.0,1505.0,1580.0,1300.0,25.0,436.781728873635,0.106,1.13,0.058,0.214,0.108,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,181.5
19MNB4MHC,VD,100.0,132.0,1505.0,1585.0,1450.0,25.0,436.781728873635,0.094,0.72,0.066,0.121,0.078,51.0,0.3,1.05,0.15,0.03,0.206,0.33,0.0289999999999999,-0.048,198.0
19MNB4MHC,VD,100.0,132.0,1505.0,1570.0,1400.0,25.0,436.781728873635,0.075,0.67,0.068,0.1029,0.075,51.0,0.3,1.05,0.15,0.03,0.2249999999999999,0.38,0.0470999999999999,-0.045,207.9
19MNB4MHC,VD,100.0,110.0,1505.0,1565.0,1400.0,25.0,436.781728873635,0.162,0.78,0.0729,0.11,0.115,51.0,0.3,1.05,0.15,0.03,0.1379999999999999,0.27,0.0399999999999999,-0.085,161.15
C18HMN,NVD,100.0,110.0,1505.0,1570.0,1500.0,25.0,436.781728873635,0.095,0.95,0.0739,0.194,0.096,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,169.4
C18HMN,NVD,96.0,110.0,1505.0,1568.0,1300.0,25.0,436.781728873635,0.055,0.79,0.082,0.1479,0.011,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,278.3
C18HMN,NVD,94.0,110.0,1505.0,1570.0,1250.0,25.0,436.781728873635,0.076,0.85,0.0859,0.1729,0.038,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,260.15
C18HMN,NVD,115.0,110.0,1505.0,1572.0,1400.0,25.0,436.781728873635,0.074,0.71,0.083,0.157,0.044,63.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,234.74
C18HMN,NVD,98.0,110.0,1505.0,1565.0,1400.0,25.0,436.781728873635,0.064,0.79,0.0609,0.129,0.02,63.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,289.85
C18HMN,NVD,99.0,110.0,1505.0,1565.0,1300.0,25.0,436.781728873635,0.08,0.8,0.067,0.187,0.058,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,197.78
HT(V),NVD,100.0,132.0,1505.0,1570.0,1650.0,25.0,436.781728873635,0.093,1.04,0.065,0.1759,0.028,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,264.0
19MNB4MHC,VD,99.0,132.0,1505.0,1590.0,1340.0,25.0,436.781728873635,0.094,0.84,0.067,0.11,0.086,61.0,0.3,1.05,0.15,0.03,0.206,0.21,0.0399999999999999,-0.0559999999999999,205.26
HT(V),NVD,100.0,132.0,1505.0,1568.0,1600.0,25.0,436.781728873635,0.12,1.01,0.065,0.1769,0.041,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,270.6
HT(V),NVD,91.0,132.0,1505.0,1575.0,1150.0,25.0,436.781728873635,0.123,1.1,0.0529,0.153,0.127,63.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,190.41
HT(V),NVD,100.0,132.0,1505.0,1575.0,1250.0,25.0,436.781728873635,0.1,1.01,0.07,0.163,0.061,63.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,219.78
HT(V),NVD,100.0,132.0,1505.0,1573.0,1700.0,25.0,436.781728873635,0.097,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,250.8
HT(V),NVD,100.0,132.0,1505.0,1570.0,1650.0,25.0,436.781728873635,0.094,0.96,0.078,0.1489,0.051,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,264.0
HT(V),NVD,100.0,132.0,1505.0,1574.0,1500.0,25.0,436.781728873635,0.092,0.85,0.068,0.136,0.099,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,264.0
HT(V),NVD,100.0,132.0,1505.0,1570.0,1700.0,25.0,436.781728873635,0.098,1.03,0.0519,0.137,0.015,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,270.6
HT(V),NVD,100.0,132.0,1505.0,1578.0,1620.0,25.0,436.781728873635,0.079,0.89,0.058,0.126,0.029,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,311.52
HT(V),NVD,100.0,178.0,1505.0,1572.0,1500.0,25.0,436.781728873635,0.079,0.94,0.068,0.117,0.034,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,376.0
HT(V),NVD,100.0,178.0,1505.0,1575.0,1700.0,25.0,436.781728873635,0.07,0.76,0.064,0.084,0.013,60.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,409.0
HT(V),NVD,100.0,132.0,1505.0,1580.0,1350.0,25.0,436.781728873635,0.097,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,290.4
HT(V),NVD,100.0,178.0,1505.0,1584.0,1300.0,25.0,436.781728873635,0.124,1.18,0.048,0.1769,0.033,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,313.96
SAE1022,VD,102.0,178.0,1505.0,1605.0,1500.0,25.0,250.0,0.129,0.61,0.057,0.042,0.077,58.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,328.15
HT(V),NVD,98.0,132.0,1505.0,1580.0,1500.0,25.0,436.781728873635,0.086,0.98,0.05,0.1489,0.059,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,247.5
SAE1022,VD,97.0,178.0,1505.0,1580.0,1500.0,25.0,250.0,0.113,0.62,0.056,0.042,0.088,58.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,303.4
SAE1022,VD,98.0,178.0,1505.0,1570.0,1700.0,25.0,250.0,0.097,0.6,0.064,0.0369,0.058,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,409.0
C18HMN,NVD,99.0,132.0,1505.0,1602.0,1450.0,25.0,436.781728873635,0.12,0.9,0.065,0.108,0.024,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,307.23
SAE1022,VD,101.0,132.0,1505.0,1570.0,1300.0,25.0,250.0,0.075,0.5,0.0759,0.023,0.04,38.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,346.5
C18HMN,NVD,104.0,132.0,1505.0,1580.0,1500.0,25.0,436.781728873635,0.071,0.76,0.0599,0.163,0.021,44.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,280.5
C18HMN,NVD,95.0,132.0,1505.0,1575.0,1350.0,25.0,436.781728873635,0.065,0.73,0.0709,0.126,0.042,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,289.41
C18HMN,NVD,100.0,132.0,1505.0,1580.0,1300.0,25.0,436.781728873635,0.075,0.83,0.07,0.1759,0.035,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,249.15
C18HMN,NVD,102.0,132.0,1505.0,1575.0,1500.0,25.0,436.781728873635,0.077,0.71,0.065,0.1489,0.07,27.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,214.5
C18HMN,NVD,101.0,132.0,1505.0,1578.0,1500.0,25.0,436.781728873635,0.081,0.75,0.07,0.17,0.079,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,165.0
C18HMN,NVD,102.0,132.0,1505.0,1575.0,1500.0,25.0,436.781728873635,0.069,0.8,0.07,0.169,0.052,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,214.5
C18HMN,NVD,100.0,132.0,1505.0,1580.0,1540.0,25.0,436.781728873635,0.076,0.76,0.067,0.166,0.095,45.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,181.5
C18HMN,NVD,100.0,132.0,1505.0,1575.0,1600.0,25.0,436.781728873635,0.068,0.81,0.066,0.187,0.059,44.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,198.0
C18HMN,NVD,98.0,110.0,1505.0,1580.0,1550.0,25.0,436.781728873635,0.061,0.79,0.07,0.152,0.04,45.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,249.26
C18HMN,NVD,100.0,110.0,1505.0,1595.0,1750.0,25.0,436.781728873635,0.057,0.72,0.07,0.1189,0.013,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,284.9
AISI12L14-1,NVD,99.0,66.0,1505.0,1613.0,700.0,25.0,896.5,0.053,0.69,0.3579,0.115,0.719,54.0,0.19,1.12,0.2,0.03,0.093,0.4300000000000001,0.0499999999999999,-0.022,66.0
C18HMN,NVD,100.0,110.0,1505.0,1580.0,1700.0,25.0,436.781728873635,0.077,0.79,0.057,0.1779,0.053,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,182.6
AISI12L14-1,NVD,96.0,0.0,1505.0,1608.0,700.0,25.0,896.5,0.061,0.95,0.34,0.1189,0.493,53.0,0.19,1.12,0.2,0.03,0.093,0.1700000000000001,0.0499999999999999,-0.022,0.0
AISI12L14-1,NVD,97.0,66.0,1505.0,1602.0,700.0,25.0,896.5,0.052,0.77,0.343,0.0889,0.452,60.0,0.19,1.12,0.2,0.03,0.093,0.3500000000000001,0.0499999999999999,-0.022,66.0
C18HMN,NVD,101.0,110.0,1505.0,1615.0,1650.0,25.0,436.781728873635,0.069,0.76,0.0719,0.163,0.062,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,195.8
C18HMN,NVD,99.0,110.0,1505.0,1585.0,1700.0,25.0,436.781728873635,0.106,0.77,0.064,0.1749,0.011,63.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,242.66
C18HMN,NVD,101.0,132.0,1505.0,1580.0,1200.0,25.0,436.781728873635,0.077,0.74,0.0599,0.169,0.042,50.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,214.5
C18HMN,NVD,102.0,110.0,1505.0,1570.0,1800.0,25.0,436.781728873635,0.09,0.73,0.07,0.158,0.02,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,258.5
C18HMN,NVD,96.0,132.0,1505.0,1575.0,1550.0,25.0,436.781728873635,0.127,0.79,0.08,0.194,0.053,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,254.1
C18HMN,NVD,96.0,132.0,1505.0,1595.0,1500.0,25.0,436.781728873635,0.078,0.8,0.0769,0.1769,0.056,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,226.05
C18HMN,NVD,102.0,132.0,1505.0,1570.0,1350.0,25.0,436.781728873635,0.091,0.75,0.0739,0.1749,0.061,63.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,234.3
C18HMN,NVD,101.0,132.0,1505.0,1576.0,1700.0,25.0,436.781728873635,0.056,0.7,0.064,0.123,0.02,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,306.9
AISI12L14,NVD,103.0,66.0,1550.0,1612.0,500.0,25.0,1015.5,0.055,0.78,0.2099,0.0879,0.531,54.0,0.0775,1.135,0.2,0.03,0.0225,0.355,0.0499999999999999,-0.022,66.0
C18HMN,NVD,102.0,66.0,1505.0,1570.0,1700.0,25.0,436.781728873635,0.068,0.68,0.0719,0.122,0.008,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,66.0
C18HMN,NVD,103.0,110.0,1505.0,1575.0,1500.0,25.0,436.781728873635,0.078,0.76,0.0749,0.138,0.021,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,268.4
C18HMN,NVD,97.0,178.0,1505.0,1572.0,1700.0,25.0,436.781728873635,0.103,0.73,0.079,0.152,0.012,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,306.7
C18HMN,NVD,102.0,110.0,1505.0,1571.0,1500.0,25.0,436.781728873635,0.09,0.72,0.0769,0.171,0.052,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,212.3
C18HMN,NVD,98.0,178.0,1505.0,1575.0,2000.0,25.0,436.781728873635,0.086,0.71,0.0749,0.158,0.01,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,351.25
C18HMN,NVD,101.0,110.0,1505.0,1580.0,1500.0,25.0,436.781728873635,0.069,0.83,0.0709,0.1809,0.051,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,232.1
HT(V),NVD,99.0,178.0,1505.0,578.0,1650.0,25.0,436.781728873635,0.146,1.09,0.0759,0.191,0.04,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,260.5
HT(V),NVD,99.0,132.0,1505.0,1580.0,1450.0,25.0,436.781728873635,0.128,1.11,0.07,0.194,0.071,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,207.9
HT(V),NVD,97.0,132.0,1505.0,1575.0,1500.0,25.0,436.781728873635,0.104,1.02,0.0599,0.157,0.053,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,252.45
HT(V),NVD,101.0,132.0,1505.0,1573.0,1200.0,25.0,436.781728873635,0.093,0.95,0.055,0.153,0.016,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,224.4
HT(V),NVD,99.0,132.0,1505.0,1575.0,1250.0,25.0,436.781728873635,0.114,1.12,0.057,0.2369,0.128,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,234.3
HT(V),NVD,99.0,132.0,1505.0,1576.0,1250.0,25.0,436.781728873635,0.092,0.96,0.0599,0.152,0.029,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,231.0
AISI12L14,NVD,105.0,66.0,1505.0,1610.0,700.0,25.0,1015.5,0.054,0.68,0.343,0.126,0.522,53.0,0.0775,1.135,0.2,0.03,0.0235,0.4549999999999999,0.0499999999999999,-0.022,66.0
C18HMN,NVD,102.0,66.0,1505.0,1605.0,1200.0,25.0,436.781728873635,0.081,0.7,0.055,0.155,0.543,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,66.0
AISI12L14,NVD,106.0,66.0,1505.0,1600.0,700.0,25.0,1015.5,0.053,0.67,0.309,0.112,0.514,50.0,0.0775,1.135,0.2,0.03,0.0245,0.4649999999999999,0.0499999999999999,-0.022,66.0
C18HMN,NVD,104.0,110.0,1505.0,1580.0,1200.0,25.0,436.781728873635,0.082,0.79,0.0529,0.1749,0.069,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,166.1
C18HMN,NVD,102.0,132.0,1505.0,1570.0,1350.0,25.0,436.781728873635,0.076,0.74,0.069,0.1479,0.023,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,307.89
C18HMN,NVD,104.0,132.0,1505.0,1580.0,1300.0,25.0,436.781728873635,0.085,0.78,0.07,0.167,0.013,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,247.5
C18HMN,NVD,102.0,132.0,1505.0,1570.0,1400.0,25.0,436.781728873635,0.063,0.83,0.082,0.196,0.185,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,214.5
C18HMN,NVD,102.0,132.0,1505.0,1575.0,1300.0,25.0,436.781728873635,0.077,0.83,0.069,0.188,0.075,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,148.5
HT(V),NVD,103.0,132.0,1505.0,1580.0,1450.0,25.0,436.781728873635,0.086,1.03,0.058,0.1789,0.056,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,214.5
HT(V),NVD,102.0,132.0,1505.0,1575.0,1300.0,25.0,436.781728873635,0.09,0.99,0.0519,0.1459,0.018,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,267.3
HT(V),NVD,100.0,132.0,1505.0,1570.0,1400.0,25.0,436.781728873635,0.096,1.01,0.047,0.1769,0.036,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,244.2
HC52BX,VD,100.0,0.0,1505.0,1565.0,1050.0,25.0,436.781728873635,0.09,0.59,0.0529,0.1439,0.043,53.0,0.52,0.755,0.2,0.03,0.43,0.165,0.0561,-0.022,50.0
HT(V),NVD,100.0,132.0,1505.0,1590.0,1400.0,25.0,436.781728873635,0.096,1.02,0.055,0.1449,0.021,50.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,132.0
HC52BX,VD,100.0,22.0,1505.0,1544.0,1400.0,25.0,436.781728873635,0.072,0.56,0.066,0.192,0.002,51.0,0.52,0.755,0.2,0.03,0.448,0.1949999999999999,0.008,-0.022,22.0
HC52BX,VD,100.0,22.0,1505.0,1548.0,1100.0,25.0,436.781728873635,0.067,0.53,0.068,0.151,0.008,54.0,0.52,0.755,0.2,0.03,0.453,0.2249999999999999,0.049,-0.022,23.0
HC52BX,VD,100.0,22.0,1505.0,1545.0,1800.0,25.0,436.781728873635,0.086,0.52,0.0739,0.114,0.006,57.0,0.52,0.755,0.2,0.03,0.434,0.235,0.086,-0.022,22.0
HC52BX,VD,100.0,22.0,1505.0,1545.0,1200.0,25.0,436.781728873635,0.082,0.57,0.082,0.221,0.006,54.0,0.52,0.755,0.2,0.03,0.438,0.185,-0.0209999999999999,-0.022,22.0
HC52BX,VD,100.0,22.0,1505.0,1545.0,1350.0,25.0,436.781728873635,0.072,0.57,0.083,0.126,0.008,54.0,0.52,0.755,0.2,0.03,0.448,0.185,0.074,-0.022,22.0
HC52BX,VD,100.0,22.0,1505.0,1555.0,1800.0,25.0,436.781728873635,0.09,0.56,0.0899,0.157,0.004,55.0,0.52,0.755,0.2,0.03,0.43,0.1949999999999999,0.043,-0.022,22.0
HC52BX,VD,100.0,22.0,1505.0,1540.0,1500.0,25.0,436.781728873635,0.077,0.57,0.078,0.154,0.009,55.0,0.52,0.755,0.2,0.03,0.443,0.185,0.046,-0.022,22.0
HC52BX,VD,100.0,22.0,1505.0,1545.0,1600.0,25.0,436.781728873635,0.077,0.65,0.0729,0.2089,0.015,51.0,0.52,0.755,0.2,0.03,0.443,0.1049999999999999,-0.0088999999999999,-0.022,62.0
HC52BX,VD,100.0,55.0,1505.0,1545.0,1550.0,100.0,436.781728873635,0.167,0.59,0.0769,0.13,0.001,54.0,0.52,0.755,0.2,0.03,0.353,0.165,0.07,-0.022,55.0
US-AC,VD,100.0,178.0,1505.0,1565.0,1650.0,50.0,436.781728873635,0.06,0.54,0.062,0.114,0.071,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,285.25
US-AC,VD,100.0,178.0,1505.0,1565.0,1300.0,25.0,436.781728873635,0.045,0.34,0.058,0.07,0.064,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,285.25
SAE1010,NVD,100.0,156.0,1505.0,1615.0,1550.0,25.0,452.0,0.035,0.23,0.065,0.0379,0.057,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,291.3
US-AC,VD,100.0,110.0,1505.0,1565.0,1550.0,50.0,436.781728873635,0.057,0.56,0.065,0.113,0.007,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,324.5
